EntryYear,ShipName,Text
1778,FAIRY,"Fairy, a 16-gun Swan class ship sloop, built in 1778 at Sheerness, and broken up in 1811."
1812,FAIRY,"Fairy, an 18-gun Cruizer-class brig-sloop, built in 1812 at Bideford and broken up in 1821."
1826,FAIRY,"Fairy, a 10-gun Cherokee-class brig-sloop, built in 1826 at Chatham, and lost in 1840."
1844,FAIRY,"HMY Fairy, an iron-hulled steam screw yacht which acted as tender to the Royal Yacht HMY Victoria and Albert. Built in 1844, Fairy was commissioned in 1845, and broken up in 1868."
1770,FALCON,HMS Falcon was a 14-gun sloop launched in 1744. In 1745 she was captured by the French off Saint Malo. She was recaptured in 1746 and renamed Fortune. Sold in 1770.
1758,FALCON,HMS Falcon was a 14-gun sloop launched in 1745. She was converted to an 8-gun bombardment ship in 1758. She was wrecked in the West Indies in 1759.
1771,FALCON,"HMS Falcon was a 14-gun sloop launched in 1771. She was sunk in 1778 as a blockship in Narragansett Bay, was salvaged and then sank in 1779."
1782,FALCON,HMS Falcon was a 14-gun brig-sloop launched in 1782. She was used as a fireship and expended in 1800 at Dunkirk Roads.
1801,FALCON,HMS Falcon was a 14-gun sloop. She was launched as Diadem in 1801 and renamed Falcon in 1802. She was sold in 1816.
1807,FALCON,HMS Falcon was a Danish 16-gun sloop which was found abandoned in 1807 near Danzig. She was in service in 1808.
1820,FALCON,HMS Falcon was a 10-gun Cherokee-class brig-sloop launched in 1820. An engine was fitted in 1833 and then removed the following year. She was sold in 1838.
1768,FALKLAND,"HMS Falkland was a 54-gun fourth rate ship of the line, purchased in 1696. She was the first warship to be built in what would become the United States. She was rebuilt several times and transferred out of the Royal Navy in 1768."
1768,FALKLAND,Falkland was transferred to the Victualling Department on 10 August 1768.
1752,FALMOUTH,HMS Falmouth (1752) was a 50-gun fourth rate launched in 1752. She was beached and abandoned at Batavia on 16 January 1765 after suffering serious battle damage off Manila.
1807,FALMOUTH,"HMS Falmouth (1807) was a schooner launched in 1807. She was used as a dockyard vessel until 1824 when she was converted to a mortar vessel. She reverted to a dockyard lighter in 1846 and was renamed YC1. She was renamed YC46 in 1870, reverting to Falmouth in 1870, and was sold in 1883."
1814,FALMOUTH,HMS Falmouth (1814) was a 22-gun sixth-rate launched in 1814 and sold in 1825.
1757,FAVOURITE,HMS Favourite was a 14-gun sloop launched in 1757 and sold in 1784.
1794,FAVOURITE,"HMS Favourite was a 16-gun sloop launched in 1794. She was captured by the French in 1806 and renamed Favorite, but was recaptured by the British in 1807 and renamed HMS Goree. She became a prison ship in 1814 and was broken up in 1817."
1805,FAVOURITE,HMS Favorite was a survey cutter purchased in 1805 and sold c. 1813.
1806,FAVOURITE,HMS Favorite was an 18-gun sloop launched in 1806 and broken up in 1821.
1829,FAVOURITE,"HMS Favourite was an 18-gun sloop launched in 1829. She became a coal hulk in 1859 and was sold in 1905. She bore the name Favorite between 1836 and 1856, and was designated C3 and later C77 while in use as a coal hulk."
1757,FERRET,HMS Ferret was a 14-gun sloop launched in 1743. She foundered in a hurricane in 1757.
1760,FERRET,HMS Ferret was a 14-gun sloop launched in 1760. She foundered in a hurricane in 1776.
1763,FERRET,HMS Ferret was a 6-gun cutter launched in 1763 and sold in 1781.
1784,FERRET,HMS Ferret was a 12-gun brig-sloop launched in 1784 and sold in 1801.
1794,FERRET,HMS Ferret was a 4-gun gunboat. She was an ex-hoy purchased in 1794 and sold in 1802.
1799,FERRET,HMS Ferret was a 6-gun schooner purchased in 1799 and captured that year by the Spanish.
1806,FERRET,HMS Ferret was an 18-gun Cruizer-class brig-sloop launched in 1806 and wrecked in 1813.
1812,FERRET,"HMS Ferret was a 14-gun gun-brig, previously the American privateer Rapid. She was captured in 1812 by HMS Maidstone and became HMS Nova Scotia. She was renamed HMS Ferret in 1813 and was sold in 1820."
1821,FERRET,HMS Ferret was a 10-gun Cherokee-class brig-sloop launched in 1821 and sold in 1837.
1840,FERRET,HMS Ferret was an 8-gun brig launched in 1840 and wrecked in 1869.
1790,FERRET,There was also a Ferret that served as a tender to Abergavenny on the Jamaica station in the late 1790s.
1757,FERRET,HMS Ferret was a 14-gun sloop launched in 1743. She foundered in a hurricane in 1757.
1760,FERRET,HMS Ferret was a 14-gun sloop launched in 1760. She foundered in a hurricane in 1776.
1763,FERRET,HMS Ferret was a 6-gun cutter launched in 1763 and sold in 1781.
1784,FERRET,HMS Ferret was a 12-gun brig-sloop launched in 1784 and sold in 1801.
1794,FERRET,HMS Ferret was a 4-gun gunboat. She was an ex-hoy purchased in 1794 and sold in 1802.
1799,FERRET,HMS Ferret was a 6-gun schooner purchased in 1799 and captured that year by the Spanish.
1806,FERRET,HMS Ferret was an 18-gun Cruizer-class brig-sloop launched in 1806 and wrecked in 1813.
1812,FERRET,"HMS Ferret was a 14-gun gun-brig, previously the American privateer Rapid. She was captured in 1812 by HMS Maidstone and became HMS Nova Scotia. She was renamed HMS Ferret in 1813 and was sold in 1820."
1821,FERRET,HMS Ferret was a 10-gun Cherokee-class brig-sloop launched in 1821 and sold in 1837.
1840,FERRET,HMS Ferret was an 8-gun brig launched in 1840 and wrecked in 1869.
1790,FERRET,There was also a Ferret that served as a tender to Abergavenny on the Jamaica station in the late 1790s.
1779,FLORIDA,"The Battle of Lake Pontchartrain was a single-ship action on September 10, 1779, part of the Anglo-Spanish War. It was fought between the British sloop-of-war HMS West Florida and the Continental Navy schooner USS Morris in the waters of Lake Pontchartrain, then in the British province of West Florida."
1781,FOWEY,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.
1795,FOWEY,"HMS Fowey was a 3-gun gunvessel, originally an ex-barge purchased in 1795 and sold in 1800."
1751,FOX,HMS Fox was a 24-gun sixth rate launched in 1746 and foundered in a hurricane in 1751.
1766,FOX,"HMS Fox was an 8-gun ketch launched in 1766, and still in the records in 1772."
1773,FOX,"HMS Fox was a 28-gun sixth rate launched in 1773, captured by the Americans in 1777, recaptured a month later, then captured by the French in 1778. She ran aground in March 1779 on Pointe St Jacques on Rhuys Peninsula and could not be refloated."
1780,FOX,HMS Fox was a 32-gun fifth rate launched in 1780 and broken up in 1816.
1793,FOX,HM hired armed cutter Fox was a 14-gun cutter hired in 1793 and sunk in action at the Battle of Santa Cruz de Tenerife (1797)
1799,FOX,"HMS Fox was a 14-gun schooner purchased in 1799 and wrecked later that year off Dog Island, Apalachee Bay, Florida."
1829,FOX,"HMS Fox was a 46-gun fifth rate launched in 1829, converted to a screw frigate in 1856, and broken up in 1882."
1806,FOX,HMS Foxhound was an 18-gun Cruizer class brig-sloop launched in 1806. She foundered in 1809 in the Atlantic.
1809,FOX,"HMS Foxhound was a 16-gun sloop, originally the French Basque. She was captured in 1809 and sold in 1816."
1826,FOX,HMS Foxhound was to have been a 10-gun Cherokee class brig-sloop. She was ordered in 1826 but cancelled in 1831.
1768,GREYHOUND,HMS Greyhound (1741) was a 20-gun sixth-rate in service from 1741 to 1768
1763,GREYHOUND,"HMS Greyhound (1763) was a 15-gun cutter purchased in 1763, hulked in 1776, and sold 1780"
1773,GREYHOUND,HMS Greyhound (1773) was a 28-gun sixth-rate launched in 1773 and wrecked 1780
1780,GREYHOUND,"HMS Greyhound (1780) was a 14-gun cutter purchased in 1780, renamed Viper in 1781, and sold in October 1809"
1783,GREYHOUND,"HMS Greyhound (1783) was a 32-gun fifth-rate launched 1783 and wrecked 1808. Because Greyhound served in the navy's Egyptian campaign between 8 March 1801 and 2 September, her officers and crew qualified for the clasp ""Egypt"" to the Naval General Service Medal, which the Admiralty authorised in 1850 for all surviving claimants."
1813,GREYHOUND,"HMS Euphrates (1813) was laid down as Greyhound, but renamed before launching"
1798,GREYHOUND,"The armed cutter Greyhound of 12 guns, hired from 10 August 1798 to 13 February 1799"
1758,KENT,HMS Duke was a 90-gun second rate launched in 1682. She was rebuilt in 1701 and renamed HMS Prince George. She was accidentally burnt in 1758.
1769,KENT,"HMS Duke was a 90-gun second rate launched in 1678 as HMS Vanguard. She sank in 1703 but was raised in 1704 and rebuilt between 1705 and 1710. She was renamed HMS Duke in 1728 and was broken up in 1733 for rebuilding, being re-launched in 1739 and serving until broken up in 1769."
1761,KENT,HMS Duke was a 10-gun storeship which foundered in 1761 off Pondicherry.
1777,KENT,HMS Duke was a 90-gun second rate launched in 1777 and relegated to harbour service in 1799. She was broken up in 1843.
1779,MIO,"HMS Endymion (1779), launched in 1779, was a 44-gun Roebuck-class fifth rate. She was wrecked on a coral reef near the Turks and Caicos Islands in 1790."
1797,MIO,"HMS Endymion (1797), launched in 1797, was the lead ship of her class of 40- to 50-gun frigates. She served in the French Revolutionary and Napoleonic Wars. In the War of 1812 she fought a duel with USS President on 15 January 1815, disabling the American ship. She became a receiving ship in 1859 and was broken up in June 1868."
1758,QUEEN,"HMS Victory is a 104-gun first-rate ship of the line of the Royal Navy, ordered in 1758, laid down in 1759 and launched in 1765. She is best known as Lord Nelson's flagship at the Battle of Trafalgar in 1805."
1824,QUEEN,"She was also Keppel's flagship at Ushant, Howe's flagship at Cape Spartel and Jervis's flagship at Cape St Vincent. After 1824, she served as a harbour ship."
1758,QUEEN,"In December 1758, the commissioner of Chatham Dockyard was instructed to prepare a dry dock for the construction of a new first-rate ship. This was an unusual occurrence at the time, as the Royal Navy preferred smaller and more manoeuvrable ships, and it was unusual for more than two to be in commission simultaneously; during the whole of the 18th century, only ten were constructed. Then Prime Minister Pitt the Elder placed the order for Victory on 13 December 1758, along with 11 other ships."
1756,QUEEN,"The outline plans were based on HMS Royal George which had been launched at Woolwich Dockyard in 1756, and the naval architect chosen to design the ship was Sir Thomas Slade who, at the time, was the appointed Surveyor of the Navy. She was designed to carry at least 100 guns and was established with that number of guns; in practice, her armament varied from 104 to 106 guns and carronades. In January 1808, the Victory was reduced to a 98-gun second rate, but was reclassed as a 104-gun first rate in February 1817."
1759,QUEEN,"The keel was laid on 23 July 1759 in the Old Single Dock (since renamed No. 2 Dock and now Victory Dock), and the name was finally chosen in October 1760. In 1759, the Seven Years' War was going well for Britain; land victories had been won at Quebec and Minden and naval battles had been won at Lagos and Quiberon Bay. It was the Annus Mirabilis, or Year of Miracles (or Wonders), and the ship's name may have been chosen to commemorate the victories or it may have been chosen simply because out of the seven names shortlisted, Victory was the only one not in use. There were some doubts whether this was a suitable name since the previous first-rate Victory had been lost with all on board in 1744."
1781,SPION,"HMS Espion was a 16-gun French Levrette-class cutter launched in 1781, captured in 1782 and sold in 1784."
1793,SPION,"HMS Espion was the 16-gun French privateer sloop Robert that the British captured in 1793. The French recaptured her in 1794, before the British recaptured her in 1795. There being another Espion in service by then, the British renamed their capture HMS Spy and she served under that name until the Navy sold her in 1801. She then became a whaling ship, a privateer, and again a whaler, serving in the South Seas whale fisheries until at least 1813."
