shipName,company,rank,voyageID,captainName,nationality,rank2,toPlace,captainName2,shipType,fromPlace,voyageStart,WIkiText,CareerStart,CareerEnd,Guns
Ferret,RN,Captain,5009,James Rodney,British,,Santa Cruz,,Sloop,Spithead,1773-02-04,HMS Ferret was a 14-gun sloop launched in 1760. She foundered in a hurricane in 1776.,1760-01-01,1776-01-01,14
Ferret,RN,Captain,5010,James Rodney,British,,Jamaica,,Sloop,Santa Cruz,1773-02-19,HMS Ferret was a 14-gun sloop launched in 1760. She foundered in a hurricane in 1776.,1760-01-01,1776-01-01,14
Ferret,RN,Captain,1356,William Nowell,British,,Spithead,,Brig,Port Royal,1792-09-16,HMS Ferret was a 12-gun brig-sloop launched in 1784 and sold in 1801.,1784-01-01,1801-01-01,12
Ferret,RN,Captain,1357,William Nowell,British,1st Officer/Master,Madeira,Walter Bathurst,Brig,Hamoaze,1791-11-30,HMS Ferret was a 12-gun brig-sloop launched in 1784 and sold in 1801.,1784-01-01,1801-01-01,12
Ferret,RN,Captain,1358,William Nowell,British,1st Officer/Master,Jamaica,Walter Bathurst,Brig,Madeira,1791-12-12,HMS Ferret was a 12-gun brig-sloop launched in 1784 and sold in 1801.,1784-01-01,1801-01-01,12
Fowey,RN,Captain,4245,Mark Robinson,British,,Madeira,,6th Rate,Plymouth,1767-08-27,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4246,Mark Robinson,British,,Charlestown,,6th Rate,Madeira,1767-10-03,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4247,Mark Robinson,British,,New York,,6th Rate,Charlestown,1768-09-01,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4248,Mark Robinson,British,,Louisbourg,,6th Rate,New York,1768-09-19,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4249,Mark Robinson,British,,Charlestown,,6th Rate,Halifax,1768-12-11,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4250,Mark Robinson,British,,Halifax,,6th Rate,Charlestown,1769-07-18,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4251,Mark Robinson,British,,New York,,6th Rate,Halifax,1769-10-19,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4252,Mark Robinson,British,,Nantucket,,6th Rate,Charleston,1770-05-21,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4253,Mark Robinson,British,,Nantucket,,6th Rate,Halifax,1770-07-24,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4254,Mark Robinson,British,,New York,,6th Rate,Nantusket,1771-09-09,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4255,Mark Robinson,British,,Norfolk Virginia,,6th Rate,Charlestown,1771-01-23,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4256,Mark Robinson,British,,Boston,,6th Rate,Hampton Road Virginia,1771-04-12,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fowey,RN,Captain,4257,Mark Robinson,British,,Spithead,,6th Rate,Boston,1771-05-18,HMS Fowey was a 24-gun sixth rate launched in 1749 and sunk in 1781.,1749-01-01,1781-01-01,24
Fox,RN,Captain,1360,Puttney Malcolm,British,,Madras,,5th rate,Kedgeree,1797-03-27,HMS Fox was a 32-gun fifth rate launched in 1780 and broken up in 1816.,1780-01-01,1816-01-01,32
Fox,RN,Captain,1361,Puttney Malcolm,British,,Trincomale,,5th rate,Java Head,1798-05-20,HMS Fox was a 32-gun fifth rate launched in 1780 and broken up in 1816.,1780-01-01,1816-01-01,32
Fox,RN,Captain,1362,James Vashon,British,1st Officer/Master,Bombay,William Flint,5th rate,Trincomale,1803-09-07,HMS Fox was a 32-gun fifth rate launched in 1780 and broken up in 1816.,1780-01-01,1816-01-01,32
Greyhound,RN,Captain,94,R Roddam,British,,UK,,,Sandy Point (New York),1751-07-28,HMS Greyhound (1741) was a 20-gun sixth-rate in service from 1741 to 1768,1741-01-01,1768-01-01,20
Greyhound,RN,Captain,170,R Roddman,British,,UK,,,Sandy Point (New York),1751-07-28,HMS Greyhound (1741) was a 20-gun sixth-rate in service from 1741 to 1768,1741-01-01,1768-01-01,20
Greyhound,RN,Captain,528,Charles Ogle,British,,The Downs,,,Port Antoio Jamaica,1800-03-21,"HMS Greyhound (1780) was a 14-gun cutter purchased in 1780, renamed Viper in 1781, and sold in October 1809",1780-01-01,1809-01-01,14
Greyhound,RN ,Captain,529,Charles Elphinstone,British,,Johanna,,5th Rate,Spithead,1805-04-26,"HMS Greyhound (1780) was a 14-gun cutter purchased in 1780, renamed Viper in 1781, and sold in October 1809",1780-01-01,1809-01-01,14
Kent,RN,Captain,184,Henry Speke,British,1st Officer/Master,Madagasgar,Richard Toby,3rd Rate,Madeira,1754-04-19,HMS Duke was a 90-gun second rate launched in 1682. She was rebuilt in 1701 and renamed HMS Prince George. She was accidentally burnt in 1758.,1682-01-01,1758-01-01,90
Kent,RN,Captain,264,Henry Speke,British,1st Officer/Master,Madeira,Richard Toby,3rd Rate,Kinsale Road,1754-03-25,HMS Duke was a 90-gun second rate launched in 1682. She was rebuilt in 1701 and renamed HMS Prince George. She was accidentally burnt in 1758.,1682-01-01,1758-01-01,90
Kent,RN,Captain,265,Henry Speke,British,1st Officer/Master,Madras,Richard Toby,3rd Rate,Madagasgar,1754-08-08,HMS Duke was a 90-gun second rate launched in 1682. She was rebuilt in 1701 and renamed HMS Prince George. She was accidentally burnt in 1758.,1682-01-01,1758-01-01,90
Kent,RN,Captain,266,Henry Speke,British,1st Officer/Master,Bombay,Richard Toby,3rd Rate,Madras,1754-10-11,HMS Duke was a 90-gun second rate launched in 1682. She was rebuilt in 1701 and renamed HMS Prince George. She was accidentally burnt in 1758.,1682-01-01,1758-01-01,90
Kent,RN,Captain,267,Henry Speke,British,1st Officer/Master,Madras,Richard Toby,3rd Rate,Bombay,1754-12-16,HMS Duke was a 90-gun second rate launched in 1682. She was rebuilt in 1701 and renamed HMS Prince George. She was accidentally burnt in 1758.,1682-01-01,1758-01-01,90
Kent,RN,Captain,268,Henry Speke,British,Author,Calcutta,Thomas Warwick,3rd Rate,Madras ,1756-10-16,HMS Duke was a 90-gun second rate launched in 1682. She was rebuilt in 1701 and renamed HMS Prince George. She was accidentally burnt in 1758.,1682-01-01,1758-01-01,90
Kent,RN,Captain,269,Henry Speke,British,Author,Ballisore (Baleshwar) Road,Thomas Warwick,3rd Rate,Madras ,1756-11-01,HMS Duke was a 90-gun second rate launched in 1682. She was rebuilt in 1701 and renamed HMS Prince George. She was accidentally burnt in 1758.,1682-01-01,1758-01-01,90
Kent,EIC,Captain,684,W. Williamson,British,1st Officer/Master,UK,Edward Mainwaring,,Java Head,1784-09-07,HMS Duke was a 90-gun second rate launched in 1777 and relegated to harbour service in 1799. She was broken up in 1843.,1777-01-01,1843-01-01,90
Kent,EIC,,685,,British,1st Officer/Master,Batavia (via St Helena),Richard Hastings,,Downs,1785-12-23,HMS Duke was a 90-gun second rate launched in 1777 and relegated to harbour service in 1799. She was broken up in 1843.,1777-01-01,1843-01-01,90
Kent,EIC,,686,,British,1st Officer/Master,UK,Richard Hastings,,Batavia,1787-02-21,HMS Duke was a 90-gun second rate launched in 1777 and relegated to harbour service in 1799. She was broken up in 1843.,1777-01-01,1843-01-01,90
Queen,EIC,Captain,3274,Peter Douglas,British,,Batavia,,,Plymouth,1778-03-11,"HMS Victory is a 104-gun first-rate ship of the line of the Royal Navy, ordered in 1758, laid down in 1759 and launched in 1765. She is best known as Lord Nelson's flagship at the Battle of Trafalgar in 1805.",1758-01-01,1805-01-01,104
Queen,EIC,Captain,3275,Peter Douglas,British,,UK,,,Java Head,1788-03-28,"HMS Victory is a 104-gun first-rate ship of the line of the Royal Navy, ordered in 1758, laid down in 1759 and launched in 1765. She is best known as Lord Nelson's flagship at the Battle of Trafalgar in 1805.",1758-01-01,1805-01-01,104
Queen,EIC,Captain,3276,Peter Douglas,British,,St Helena,,,Benkulen,1779-07-16,"HMS Victory is a 104-gun first-rate ship of the line of the Royal Navy, ordered in 1758, laid down in 1759 and launched in 1765. She is best known as Lord Nelson's flagship at the Battle of Trafalgar in 1805.",1758-01-01,1805-01-01,104
York,EIC,Captain,4748,George Hayter,British,,Benkuleu via St Helena,,,Downs UK,1773-12-27,HMS Duke of York (1763) was a 4-gun cutter purchased in 1763 and sold in 1776,1763-01-01,1776-01-01,4
York,EIC,Captain,4749,George Hayter,British,,St Helena,,,Benkuleu,1775-04-20,HMS Duke of York (1763) was a 4-gun cutter purchased in 1763 and sold in 1776,1763-01-01,1776-01-01,4
York,EIC,Captain,4750,George Hayter,British,,St Helena,,,Benkulen,1775-04-20,HMS Duke of York (1763) was a 4-gun cutter purchased in 1763 and sold in 1776,1763-01-01,1776-01-01,4
Ganges,RN,Captain,522,George Hunter,British,,Spithead,,3rd Rate,Jamaica,1803-05-15,HMS Ganges (1782) was a 74-gun third rate ship of the line launched in 1782 and broken up in 1816.,1782-01-01,1816-01-01,74
Ganges,RN,Captain,1376,G Malloy,British,,Azores and back,,3rd rate,Lizard,1793-04-08,HMS Ganges (1782) was a 74-gun third rate ship of the line launched in 1782 and broken up in 1816.,1782-01-01,1816-01-01,74
Ganges,RN,Captain,1377,William Truscott,British,,Barbados,,3rd rate,Cork,1793-10-26,HMS Ganges (1782) was a 74-gun third rate ship of the line launched in 1782 and broken up in 1816.,1782-01-01,1816-01-01,74
Ganges,RN,Captain,1378,Thomas Freemantle,British,,Jamaica,,3rd rate,Spithead,1801-09-16,HMS Ganges (1782) was a 74-gun third rate ship of the line launched in 1782 and broken up in 1816.,1782-01-01,1816-01-01,74
Ganges,RN,Captain,830,Edward Brace,British,,Barbados,,3rd rate,Gibraltar,1823-12-02,HMS Ganges (1821) was an 84-gun second rate launched in 1821 and finally broken up in 1930. She is notable for being the last sailing ship of the Navy to serve as a flagship.,1821-01-01,1/1/30,84
Ganges,RN,Captain,831,Edward Brace,British,,Gibraltar,,3rd rate,Portsmouth,1823-11-12,HMS Ganges (1821) was an 84-gun second rate launched in 1821 and finally broken up in 1930. She is notable for being the last sailing ship of the Navy to serve as a flagship.,1821-01-01,1/1/30,84
Garland,RN,Captain,1379,John Searle,British,,Table Bay,,,Spithead,1798-02-18,"HMS Garland, a 6-gun schooner purchased in 1798, disappeared off the Navy lists in 1803.",1798-01-01,1803-01-01,6
Gibraltar,RN,Captain,3893,Robert Bond,British,1st Officer/Master,Antigua,Charles Little,6th Rate,Boston,1771-02-21,The second Gibraltar was a 20-gun sixth-rate in service from 1754 to 1773.,1754-01-01,1773-01-01,20
Gibraltar,RN,Captain,3894,Lucius O'Bryen,British,1st Officer/Master,Spithead,William Maltby,6th Rate,Cadiz,1767-07-07,The second Gibraltar was a 20-gun sixth-rate in service from 1754 to 1773.,1754-01-01,1773-01-01,20
Gibraltar,RN,Captain,3895,John Hallwall,British,,,,6th Rate,cruising,1756-03-01,The second Gibraltar was a 20-gun sixth-rate in service from 1754 to 1773.,1754-01-01,1773-01-01,20
Gibraltar,RN,Captain,3728,Thomas Hicks,British,,Table Bay,,3rd Rate,Bombay,1783-12-23,"The third Gibraltar was an American 14-gun brig captured in 1779, then in turn captured by the Spanish in 1781 and renamed Salvador, then recaptured by HMS Anson in 1800.",1779-01-01,1800-01-01,14
Gibraltar,RN,Captain,3729,Thomas Hicks,British,,Spithead,,3rd Rate,St Helena,1784-04-14,"The third Gibraltar was an American 14-gun brig captured in 1779, then in turn captured by the Spanish in 1781 and renamed Salvador, then recaptured by HMS Anson in 1800.",1779-01-01,1800-01-01,14
Gibraltar,RN,Captain,3730,Thomas Hicks,British,,St Helena,,3rd Rate,Table Bay,1784-03-24,"The third Gibraltar was an American 14-gun brig captured in 1779, then in turn captured by the Spanish in 1781 and renamed Salvador, then recaptured by HMS Anson in 1800.",1779-01-01,1800-01-01,14
Glasgow,RN,,237,,British,Author,Start Point,Humprey St Hill,,Nevis,1752-05-01,HMS Glasgow (1745) was a 24-gun sixth rate launched in 1745 and sold in 1756.,1745-01-01,1756-01-01,24
Glasgow,RN,Captain,234,William Maltby,British,1st Officer/Master,Lisbon,Faithful Adrian Fortiscue,6th Rate,Portsmouth ,1771-12-08,HMS Glasgow (1757) was a 20-gun sixth rate launched in 1757 and accidentally burnt in 1779.,1757-01-01,1779-01-01,20
Glasgow,RN,Captain,235,William Maltby,British,1st Officer/Master,Boston,Faithful Adrian Fortiscue,6th Rate,Lisbon,1772-02-08,HMS Glasgow (1757) was a 20-gun sixth rate launched in 1757 and accidentally burnt in 1779.,1757-01-01,1779-01-01,20
Glasgow,RN,Captain,236,William Maltby,British,1st Officer/Master,Hampton road Virginia,Faithful Adrian Fortiscue,6th Rate,Boston,1772-04-26,HMS Glasgow (1757) was a 20-gun sixth rate launched in 1757 and accidentally burnt in 1779.,1757-01-01,1779-01-01,20
Glasgow,RN,Captain,238,Charles Napier,British,1st Officer/Master,Spithead,George Young,6th Rate,Cape Florida,1763-05-07,HMS Glasgow (1757) was a 20-gun sixth rate launched in 1757 and accidentally burnt in 1779.,1757-01-01,1779-01-01,20
Glasgow,RN,Captain,239,Richard Bickenton,British,1st Officer/Master,Jamaica,John Gauntlett,6th Rate,Spithead,1759-12-12,HMS Glasgow (1757) was a 20-gun sixth rate launched in 1757 and accidentally burnt in 1779.,1757-01-01,1779-01-01,20
Glasgow,RN,Captain,240,Nicholas Vincent,British,1st Officer/Master,Halifax,George Dumaresy,6th Rate,Spithead,1766-10-10,HMS Glasgow (1757) was a 20-gun sixth rate launched in 1757 and accidentally burnt in 1779.,1757-01-01,1779-01-01,20
Glasgow,RN,Captain,332,Nicholas Vincent,British,1st Officer/Master,Spithead,George Dumaresy,6th Rate,Halifax,1767-04-09,HMS Glasgow (1757) was a 20-gun sixth rate launched in 1757 and accidentally burnt in 1779.,1757-01-01,1779-01-01,20
Glasgow,RN,Captain,846,Henry Duncan,British,1st Officer/Master,Falmouth,George Welsh,4th rate,Plymouth,1815-01-08,HMS Glasgow (1814) was an 40-gun fifth rate Endymion-class frigate launched in 1814 and broken up by 1829.,1814-01-01,1829-01-01,40
Glasgow,RN,Captain,848,Henry Duncan,British,1st Officer/Master,Plymouth,George Welsh,4th rate,Plymouth,1814-10-12,HMS Glasgow (1814) was an 40-gun fifth rate Endymion-class frigate launched in 1814 and broken up by 1829.,1814-01-01,1829-01-01,40
Glatton,EIC,Captain,423,James Halliburton,British,,Benkuleu,,,"Portsmouth, via St Helena",1814-02-24,"The first Glatton was a 56-gun fourth-rate, originally an East Indiaman purchased in 1795 and converted. Participated in the 1797 Battle of Camperdown, and the 1801 Battle of Copenhagen. Converted to a water depot in 1814 and sunk as a breakwater in 1830.",1795-01-01,1830-01-01,56
Glatton,EIC,Captain,447,James Halliburton,British,,Prince of Wales Island,,,Portsmouth,1809-04-08,"The first Glatton was a 56-gun fourth-rate, originally an East Indiaman purchased in 1795 and converted. Participated in the 1797 Battle of Camperdown, and the 1801 Battle of Copenhagen. Converted to a water depot in 1814 and sunk as a breakwater in 1830.",1795-01-01,1830-01-01,56
Glatton,EIC,Captain,498,James Halliburton,British,,Prince of Wales Island,,,Portsmouth,1810-03-26,"The first Glatton was a 56-gun fourth-rate, originally an East Indiaman purchased in 1795 and converted. Participated in the 1797 Battle of Camperdown, and the 1801 Battle of Copenhagen. Converted to a water depot in 1814 and sunk as a breakwater in 1830.",1795-01-01,1830-01-01,56
Glatton,EIC,Captain,499,James Halliburton,British,,Downs UK,,,Java Head via St Helena,1815-03-10,"The first Glatton was a 56-gun fourth-rate, originally an East Indiaman purchased in 1795 and converted. Participated in the 1797 Battle of Camperdown, and the 1801 Battle of Copenhagen. Converted to a water depot in 1814 and sunk as a breakwater in 1830.",1795-01-01,1830-01-01,56
Glory,RN,Captain,241,George Cockburne,British,,Spithead,,5th Rate,Crooked Island (Bahamas),1752-03-17,"HMS Glory (1747) was a 44-gun fifth rate, formerly the French 44-gun ship La Gloire, captured from the French in 1747, and was sold to be broken up in 1763.",1747-01-01,1763-01-01,44
Glory,RN,Captain,242,George Cockburne,British,,Barbados,,5th Rate,Cape Coast,1753-03-16,"HMS Glory (1747) was a 44-gun fifth rate, formerly the French 44-gun ship La Gloire, captured from the French in 1747, and was sold to be broken up in 1763.",1747-01-01,1763-01-01,44
